time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
7,0,0,0,0,0,0,-9.71199e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.59,-741.991,-3.5755e+08,-1.31585e+08,-4.34621e+07,430.862,-812.028,-447.831,1.01518e-05,0.00792849,9.62535e-05,0.486107,0.48596,0.513494,-0.513679,3.25127e-07,-2.85309e-06,2.66623e-06,0.00237863,9.43007e-06,3249259.900698336,3568007.671630155,-4736005.484784159,-3148.18918,6453.307906,2702.656566,2342.023701,-3148.779777,6592.476125,6.502647914e-09,1.015127065e-07,4.51054589e-08,-0.77917,2.45329,393897,28503.9,35376.4,-25930.9,-27801.4,28513.8,33917.8,4.70541e-06,1,4.92168e+06,-3.25129e+06,-3.30519e+06,-28073.2,-34738.2,-7630.34,-5.10278e+10,-9.70263e+09,-1.37743e+11,-7.54635e+07,4.50504e+08,-3.78467e+06,-3.14582e+07,-3.60793e+08,-1.37043e+08,-2.85991e+06,298764,-128700,-9.09263e-08,2.31199e-23,-1.35397e-07,-1.18342e-08,6.23021e-08,-4.51503e-12,4.73368e-07,7.79099e-08,1.24612e-06,0,0,0,0,0,0,0.0418131,0.0578883,0.0538529,4.27887e-07,-2.91539e-06,2.80163e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.5,0,0,0,0,0,0,-9.71197e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.59,-741.99,-3.5755e+08,-1.31586e+08,-4.34623e+07,430.863,-812.027,-447.831,1.09626e-05,0.00792246,0.00010432,0.484999,0.484827,0.514537,-0.514753,-3.74254e-07,-2.8637e-06,2.10324e-06,0.00237683,9.41592e-06,3247527.835536008,3571556.140849298,-4734518.163765313,-3150.488004,6450.781655,2706.017316,2316.594678,-3151.169217,6600.318932,6.510333932e-09,1.016346279e-07,4.507694395e-08,-0.778861,2.45401,393890,28476.8,35409.5,-25898.6,-27917.3,28488.5,33831,4.70541e-06,1,4.93459e+06,-3.24984e+06,-3.28731e+06,-28009.4,-34724.4,-7715.31,-5.04273e+10,-9.70067e+09,-1.37964e+11,-7.52041e+07,4.49027e+08,-4.09159e+06,-3.08815e+07,-3.60791e+08,-1.37181e+08,-2.85714e+06,297568,-138058,-9.03944e-08,8.12603e-25,-1.35691e-07,-1.18508e-08,6.16677e-08,-4.46099e-12,4.67507e-07,7.79838e-08,1.24961e-06,0,0,0,0,0,0,0.039368,0.0400254,0.0570796,-2.72009e-07,-2.92537e-06,2.23893e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0,0,0,0,0,0,-9.71196e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.58,-741.989,-3.5755e+08,-1.31586e+08,-4.34625e+07,430.864,-812.027,-447.831,1.12555e-05,0.00791756,0.000110585,0.484112,0.48392,0.515367,-0.51561,1.79081e-08,-2.85399e-06,2.42151e-06,0.00237537,9.40441e-06,3246141.27326104,3574393.915554443,-4733326.976282975,-3152.326185,6448.758842,2708.705162,2296.239787,-3153.085352,6606.517254,6.516399741e-09,1.017311782e-07,4.505474427e-08,-0.778615,2.45458,393885,28455.2,35436,-25872.8,-28009.6,28468.3,33761.4,4.70541e-06,1,4.94486e+06,-3.2487e+06,-3.27298e+06,-27960.9,-34710.7,-7789.26,-4.99466e+10,-9.69898e+09,-1.38139e+11,-7.51147e+07,4.47923e+08,-4.29751e+06,-3.04212e+07,-3.60788e+08,-1.37289e+08,-2.85498e+06,296700,-145714,-8.99688e-08,-2.62654e-23,-1.35926e-07,-1.18637e-08,6.11573e-08,-4.4177e-12,4.62815e-07,7.80409e-08,1.25237e-06,0,0,0,0,0,0,0.0455469,0.0450133,0.0491766,1.19741e-07,-2.91514e-06,2.55744e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.5,0,0,0,0,0,0,-9.71194e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.58,-741.988,-3.57549e+08,-1.31586e+08,-4.34627e+07,430.866,-812.026,-447.83,1.33139e-05,0.00791207,0.000119023,0.483003,0.482783,0.516402,-0.51668,-2.68046e-07,-2.97522e-06,2.28869e-06,0.00237374,9.39155e-06,3244406.933360483,3577939.881811819,-4731836.329132356,-3154.622812,6446.228061,2712.064024,2270.779842,-3155.482653,6614.172715,6.523854729e-09,1.018506141e-07,4.502777198e-08,-0.778306,2.4553,393878,28428.1,35469,-25840.5,-28124.5,28443.1,33674.1,4.70541e-06,1,4.95761e+06,-3.2473e+06,-3.25504e+06,-27895.6,-34700,-7867.98,-4.93453e+10,-9.69679e+09,-1.38355e+11,-7.47145e+07,4.46462e+08,-4.65045e+06,-2.98472e+07,-3.60785e+08,-1.37422e+08,-2.85223e+06,295530,-155011,-8.94369e-08,-1.44958e-23,-1.36218e-07,-1.18796e-08,6.05156e-08,-4.36353e-12,4.56944e-07,7.81102e-08,1.25578e-06,0,0,0,0,0,0,0.0332815,0.0525621,0.0680906,-1.66729e-07,-3.03574e-06,2.42491e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0,0,0,0,0,0,-9.71193e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.58,-741.986,-3.57549e+08,-1.31587e+08,-4.3463e+07,430.867,-812.026,-447.83,1.38902e-05,0.00790761,0.000124948,0.482115,0.481871,0.517226,-0.517535,-5.25473e-07,-3.65377e-06,2.64826e-06,0.00237242,9.38113e-06,3243018.425273185,3580775.911415579,-4730642.372357401,-3156.459401,6444.201441,2714.750603,2250.398982,-3157.401794,6620.223359,6.529734154e-09,1.019451522e-07,4.500681437e-08,-0.778059,2.45588,393872,28406.4,35495.4,-25814.7,-28216.1,28423.1,33603.9,4.70541e-06,1,4.96774e+06,-3.24619e+06,-3.24066e+06,-27847.1,-34688.2,-7939.36,-4.88639e+10,-9.69501e+09,-1.38526e+11,-7.45386e+07,4.45448e+08,-4.8897e+06,-2.9389e+07,-3.60783e+08,-1.37526e+08,-2.85018e+06,294755,-162791,-8.90114e-08,-1.72482e-23,-1.3645e-07,-1.18921e-08,5.99992e-08,-4.32017e-12,4.52244e-07,7.81642e-08,1.25847e-06,0,0,0,0,0,0,0.0556644,0.0426195,0.0653254,-4.2457e-07,-3.71377e-06,2.78471e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.5,0,0,0,0,0,0,-9.71191e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.57,-741.985,-3.57549e+08,-1.31587e+08,-4.34632e+07,430.868,-812.025,-447.83,1.47563e-05,0.00790241,0.000132018,0.481004,0.48073,0.518253,-0.518601,6.6332e-07,-2.30944e-06,2.51589e-06,0.00237087,9.36898e-06,3241281.812800055,3584319.36996176,-4729148.400880201,-3158.753826,6441.666134,2718.107573,2224.908887,-3159.805831,6627.692257,6.536976842e-09,1.020620464e-07,4.498139656e-08,-0.77775,2.4566,393865,28379.2,35528.3,-25782.3,-28330.1,28398.2,33515.9,4.70541e-06,1,4.98034e+06,-3.24483e+06,-3.22264e+06,-27787.1,-34671.4,-8031.54,-4.82618e+10,-9.69265e+09,-1.38737e+11,-7.44071e+07,4.44158e+08,-5.15378e+06,-2.88173e+07,-3.6078e+08,-1.37654e+08,-2.84752e+06,293781,-172465,-8.84795e-08,1.64356e-23,-1.36738e-07,-1.19073e-08,5.93502e-08,-4.26589e-12,4.46365e-07,7.82293e-08,1.2618e-06,0,0,0,0,0,0,0.0406201,0.0529151,0.0355583,7.63707e-07,-2.36879e-06,2.65263e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,0,0,0,0,0,-9.7119e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.57,-741.984,-3.57549e+08,-1.31588e+08,-4.34634e+07,430.87,-812.025,-447.83,1.58965e-05,0.00789681,0.000139816,0.479893,0.479587,0.519275,-0.519666,2.21953e-07,-2.98571e-06,2.72091e-06,0.00236921,9.35593e-06,3239543.938820289,3587861.433373634,-4727652.583474702,-3161.047028,6439.128314,2721.46349,2199.400678,-3162.210452,6635.059683,6.543639593e-09,1.022165089e-07,4.486816669e-08,-0.77744,2.45731,393858,28352.1,35561.2,-25749.9,-28443.7,28373.4,33427.6,4.70541e-06,1,4.99284e+06,-3.24349e+06,-3.20459e+06,-27724.6,-34658,-8115.75,-4.76592e+10,-9.69025e+09,-1.38946e+11,-7.41143e+07,4.42815e+08,-5.46785e+06,-2.8247e+07,-3.60777e+08,-1.37779e+08,-2.84482e+06,292759,-181959,-8.79476e-08,1.97122e-23,-1.37025e-07,-1.19222e-08,5.86971e-08,-4.21159e-12,4.40481e-07,7.82926e-08,1.26509e-06,0,0,0,0,0,0,0.0435159,0.0570688,0.0558921,3.21823e-07,-3.04441e-06,2.85794e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.5,0,0,0,0,0,0,-9.71188e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.57,-741.983,-3.57549e+08,-1.31588e+08,-4.34637e+07,430.871,-812.025,-447.83,1.56557e-05,0.00789228,0.000145141,0.479003,0.47867,0.52009,-0.520516,-4.17246e-07,-3.53193e-06,2.64253e-06,0.00236786,9.34535e-06,3238152.60457616,3590694.337611769,-4726454.491291786,-3162.880875,6437.096064,2724.147709,2178.983463,-3164.137418,6640.878509,6.549687305e-09,1.022688253e-07,4.493783769e-08,-0.777192,2.45789,393853,28330.3,35587.4,-25723.9,-28534.2,28353.6,33356.7,4.70541e-06,1,5.00278e+06,-3.24243e+06,-3.19013e+06,-27677.3,-34644.3,-8190.26,-4.71768e+10,-9.68826e+09,-1.3911e+11,-7.40152e+07,4.41843e+08,-5.67796e+06,-2.77917e+07,-3.60775e+08,-1.37877e+08,-2.84273e+06,292052,-189785,-8.7522e-08,3.36313e-23,-1.37253e-07,-1.19339e-08,5.81719e-08,-4.1681e-12,4.3577e-07,7.83415e-08,1.26768e-06,0,0,0,0,0,0,0.0622803,0.0355335,0.0530115,-3.1779e-07,-3.5901e-06,2.77979e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0,0,0,0,0,0,-9.71187e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.57,-741.982,-3.57548e+08,-1.31588e+08,-4.34638e+07,430.872,-812.024,-447.83,1.57665e-05,0.00788681,0.000151904,0.477891,0.477522,0.521105,-0.521577,-1.78562e-07,-3.16118e-06,2.53477e-06,0.00236624,9.33259e-06,3236412.46141686,3594233.886345882,-4724955.352478847,-3165.171871,6434.553722,2727.501728,2153.448768,-3166.550575,6648.05807,6.556581209e-09,1.023816438e-07,4.491486849e-08,-0.776882,2.4586,393846,28303.1,35620.2,-25691.4,-28646.9,28329,33267.7,4.70541e-06,1,5.01513e+06,-3.24112e+06,-3.17202e+06,-27617.9,-34626.5,-8283.4,-4.65734e+10,-9.68566e+09,-1.39314e+11,-7.39097e+07,4.40602e+08,-5.93097e+06,-2.72237e+07,-3.60772e+08,-1.37998e+08,-2.84004e+06,291155,-199492,-8.699e-08,-2.09966e-23,-1.37536e-07,-1.19482e-08,5.75118e-08,-4.11369e-12,4.29879e-07,7.84003e-08,1.27089e-06,0,0,0,0,0,0,0.047601,0.0462116,0.0570785,-7.96242e-08,-3.21869e-06,2.67231e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.5,0,0,0,0,0,0,-9.71185e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.56,-741.98,-3.57548e+08,-1.31589e+08,-4.34641e+07,430.873,-812.024,-447.83,1.55344e-05,0.00788238,0.000157091,0.477001,0.476603,0.521914,-0.522424,-6.71934e-07,-2.84856e-06,1.84367e-06,0.00236493,9.32229e-06,3235019.439877325,3597064.518226333,-4723754.713455931,-3167.003784,6432.518042,2730.184181,2133.010984,-3168.484597,6653.726512,6.562007729e-09,1.024708216e-07,4.489712977e-08,-0.776634,2.45918,393840,28281.3,35646.3,-25665.4,-28736.7,28309.4,33196.3,4.70541e-06,1,5.02495e+06,-3.24009e+06,-3.1575e+06,-27570.1,-34612.4,-8356.95,-4.60904e+10,-9.68349e+09,-1.39474e+11,-7.38155e+07,4.39591e+08,-6.1342e+06,-2.67701e+07,-3.60769e+08,-1.38092e+08,-2.83785e+06,290428,-207198,-8.65644e-08,-2.20452e-23,-1.37761e-07,-1.19593e-08,5.6981e-08,-4.07011e-12,4.25164e-07,7.84455e-08,1.27342e-06,0,0,0,0,0,0,0.0406309,0.0289246,0.0541728,-5.7341e-07,-2.90554e-06,1.98143e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,0,0,0,0,0,0,-9.71184e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.56,-741.979,-3.57548e+08,-1.31589e+08,-4.34643e+07,430.875,-812.023,-447.829,1.68498e-05,0.00787727,0.000164435,0.475888,0.475451,0.522921,-0.52348,6.90447e-08,-2.77819e-06,2.4292e-06,0.00236341,9.31043e-06,3233276.902301761,3600601.806613668,-4722252.145271135,-3169.29274,6429.970996,2733.536542,2107.45085,-3170.905093,6660.718978,6.568663797e-09,1.025809315e-07,4.487576091e-08,-0.776324,2.45989,393833,28254.1,35679,-25632.9,-28848.5,28284.9,33106.7,4.70541e-06,1,5.03714e+06,-3.23881e+06,-3.13933e+06,-27509.2,-34597.5,-8444.12,-4.54863e+10,-9.68069e+09,-1.39673e+11,-7.35811e+07,4.38351e+08,-6.42631e+06,-2.62043e+07,-3.60766e+08,-1.38208e+08,-2.83515e+06,289540,-216822,-8.60323e-08,3.57284e-23,-1.38041e-07,-1.19728e-08,5.63141e-08,-4.0156e-12,4.19267e-07,7.84999e-08,1.27654e-06,0,0,0,0,0,0,0.0438803,0.0459674,0.0478976,1.6705e-07,-2.83451e-06,2.56724e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.5,0,0,0,0,0,0,-9.71182e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.56,-741.978,-3.57548e+08,-1.3159e+08,-4.34645e+07,430.876,-812.023,-447.829,1.73066e-05,0.00787283,0.000170227,0.474996,0.474527,0.523723,-0.524324,-6.76848e-07,-3.4651e-06,2.36687e-06,0.0023621,9.30015e-06,3231882.068081737,3603430.421300939,-4721048.851416603,-3171.122886,6427.931702,2736.217472,2086.991372,-3172.842009,6666.239792,6.573898198e-09,1.026679188e-07,4.485930486e-08,-0.776075,2.46047,393828,28232.3,35705,-25606.8,-28937.6,28265.4,33034.8,4.70541e-06,1,5.04684e+06,-3.23781e+06,-3.12476e+06,-27459.8,-34586,-8512.12,-4.50027e+10,-9.67843e+09,-1.3983e+11,-7.33715e+07,4.37326e+08,-6.66304e+06,-2.57526e+07,-3.60764e+08,-1.38299e+08,-2.83294e+06,288807,-224429,-8.56066e-08,5.64891e-23,-1.38264e-07,-1.19834e-08,5.57779e-08,-3.97198e-12,4.14548e-07,7.85421e-08,1.279e-06,0,0,0,0,0,0,0.0503764,0.037364,0.0641621,-5.79258e-07,-3.52088e-06,2.50514e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,0,0,0,0,0,0,-9.71181e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.55,-741.977,-3.57547e+08,-1.3159e+08,-4.34647e+07,430.877,-812.022,-447.829,1.81955e-05,0.00786765,0.000177279,0.473882,0.473371,0.524723,-0.525377,6.30288e-08,-3.23371e-06,2.82189e-06,0.00236057,9.28817e-06,3230137.393212663,3606964.92736104,-4719543.075573317,-3173.409462,6425.380327,2739.56768,2061.404641,-3175.265732,6673.047989,6.580326795e-09,1.027752553e-07,4.483954309e-08,-0.775764,2.46118,393821,28205,35737.6,-25574.2,-29048.6,28241.2,32944.6,4.70541e-06,1,5.05887e+06,-3.23657e+06,-3.10652e+06,-27399.6,-34569.7,-8601.29,-4.43978e+10,-9.67553e+09,-1.40023e+11,-7.31906e+07,4.36109e+08,-6.93496e+06,-2.51892e+07,-3.60761e+08,-1.38409e+08,-2.8302e+06,287963,-234067,-8.50744e-08,1.82443e-23,-1.38541e-07,-1.19964e-08,5.51043e-08,-3.91742e-12,4.08647e-07,7.8593e-08,1.28204e-06,0,0,0,0,0,0,0.0536332,0.0497709,0.052391,1.601e-07,-3.28881e-06,2.96044e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
